Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
40186,Auto Loan,47199.73,0.069,74,Car,31365
40187,Auto Loan,38793.42,0.0475,76,Car,33219
40188,Auto Loan,8018.87,0,49,Car,23113
40189,Auto Loan,38000,0.0349,67,Car,52845
40190,Auto Loan,15979.8,0.025,61,Car,26342
40191,Auto Loan,36381.21,0.0503,74,Car,38782
40192,Auto Loan,10024.56,0.035,62,Car,20759
40193,Auto Loan,13831.47,0.035,74,Car,31232
40194,Auto Loan,29708.16,0.043,77,Car,26422
40195,Auto Loan,29490.14,0.075,73,Car,20833
40196,Auto Loan,20756.68,0.009,61,Car,25635
40197,Auto Loan,33305.85,0.045,73,Car,26580
40198,Auto Loan,35787.06,0.046,61,Car,28207
40199,Auto Loan,18491.67,0.019,61,Car,41023
40200,Auto Loan,34083.11,0.035,74,Car,47823
40201,Auto Loan,23521.54,0.0805,73,Car,20425
40202,Auto Loan,24514.25,0.0895,73,Car,15775
40203,Auto Loan,27377.83,0.0585,61,Car,47990
40204,Auto Loan,27497.89,0.009,61,Car,35006
40205,Auto Loan,22771.86,0.069,73,Car,23956
40206,Auto Loan,20849.45,0.0425,73,Car,30038
40207,Auto Loan,19480.56,0.019,62,Car,26488
40208,Auto Loan,35732.5,0.0825,73,Car,30314
40209,Auto Loan,38144.29,0.071,74,Car,31236
40210,Auto Loan,26570.4,0.019,67,Car,28978
40211,Auto Loan,59224.48,0,67,Car,44988
40212,Auto Loan,27602.7,0.035,73,Car,21834
40213,Auto Loan,31973.84,0.019,67,Car,39660
40214,Auto Loan,26878.1,0.0325,74,Car,28770
40215,Auto Loan,23205,0,61,Car,22655
40216,Auto Loan,26413.54,0.009,61,Car,22147
40217,Auto Loan,42060.37,0.025,62,Car,34991
40218,Auto Loan,37282.13,0.009,62,Car,36012
40219,Auto Loan,22609.71,0.0405,74,Car,28425
40220,Auto Loan,33906.56,0.0325,74,Car,27789
40221,Auto Loan,23965.45,0.0505,74,Car,19707
40222,Auto Loan,37685.76,0.019,67,Car,38134
40223,Auto Loan,31213,0.059,74,Car,24575
40224,Auto Loan,18921,0.079,73,Car,20694
40225,Auto Loan,19695.97,0.0475,73,Car,20365
40226,Auto Loan,45432.01,0.075,73,Car,40193
40227,Auto Loan,32445,0.035,61,Car,30930
40228,Auto Loan,34968.19,0.0275,67,Car,36525
40229,Auto Loan,37475.13,0.039,73,Car,27080
40230,Auto Loan,50445.03,0.019,61,Car,49252
40231,Auto Loan,48040.87,0.029,73,Car,37064
40232,Auto Loan,26312.48,0,61,Car,24730
40233,Auto Loan,68583.08,0.019,61,Car,62865
40234,Auto Loan,31259.45,0.039,73,Car,26124
40235,Auto Loan,17913,0.0505,61,Car,27469
40236,Auto Loan,30978.78,0.009,61,Car,36680
40237,Auto Loan,32773.65,0.0225,61,Car,46854
40238,Auto Loan,20000,0.0325,61,Car,38178
40239,Auto Loan,22573.89,0.009,68,Car,26248
40240,Auto Loan,19930.41,0.0275,62,Car,27185
40241,Auto Loan,37347.84,0,73,Car,33800
40242,Auto Loan,41944.06,0.035,61,Car,48111
40243,Auto Loan,35200.63,0.039,73,Car,26838
40244,Auto Loan,16909.05,0.025,37,Car,31970
40245,Auto Loan,26340.6,0.009,62,Car,23029
40246,Auto Loan,25364.66,0.0425,61,Car,26183
40247,Auto Loan,29333.41,0.034,77,Car,26206
40248,Auto Loan,16991.51,0.039,50,Car,27659
40249,Auto Loan,31796.89,0,50,Car,31271
40250,Auto Loan,40280.63,0.019,62,Car,38223
40251,Auto Loan,22119.2,0.0325,74,Car,28699
40252,Auto Loan,35836.9,0,50,Car,30559
40253,Auto Loan,12662.17,0.009,49,Car,20651
40254,Auto Loan,14352.49,0.0505,61,Car,23651
40255,Auto Loan,25982.03,0.097,73,Car,21500
40256,Auto Loan,74914.79,0.025,61,Car,60606
40257,Auto Loan,31002.38,0.0625,76,Car,26179
40258,Auto Loan,37496.9,0.0855,73,Car,34775
40259,Auto Loan,8736.37,0.025,37,Car,36672
40260,Auto Loan,19125,0.045,73,Car,25735
40261,Auto Loan,29824.33,0.019,68,Car,23880
40262,Auto Loan,17842.37,0.045,68,Car,28905
40263,Auto Loan,22595.34,0.0755,73,Car,24025
40264,Auto Loan,45141.99,0.0425,73,Car,34935
40265,Auto Loan,23210,0.035,61,Car,34269
40266,Auto Loan,6667.5,0,61,Car,30409
40267,Auto Loan,62368.6,0.019,62,Car,62973
40268,Auto Loan,45516.13,0.019,61,Car,44459
40269,Auto Loan,32437.66,0.025,62,Car,36412
40270,Auto Loan,24837.2,0.0825,73,Car,19991
40271,Auto Loan,31171.38,0.045,74,Car,35354
40272,Auto Loan,40716.73,0.009,74,Car,33573
40273,Auto Loan,15946.56,0.0325,62,Car,37316
40274,Auto Loan,30693.97,0.085,74,Car,25433
40275,Auto Loan,21993.54,0,50,Car,21593
40276,Auto Loan,39065.75,0,62,Car,33893
40277,Auto Loan,33354,0.0825,73,Car,24462
40278,Auto Loan,32405.31,0.009,62,Car,25573
40279,Auto Loan,15999.28,0.019,73,Car,16125
40280,Auto Loan,24843.19,0.029,62,Car,26674
40281,Auto Loan,21140.02,0.019,62,Car,25049
40282,Auto Loan,16210.03,0.0795,74,Car,20153
40283,Auto Loan,34249.54,0.019,61,Car,40025
40284,Auto Loan,16798.73,0,68,Car,16455
40285,Auto Loan,25797.64,0.0325,49,Car,38406
40286,Auto Loan,45842,0.102,73,Car,40239
40287,Auto Loan,23282.11,0.085,73,Car,20196
40288,Auto Loan,10699.35,0.0225,62,Car,23111
40289,Auto Loan,48093,0.019,62,Car,46287
40290,Auto Loan,29833,0.019,62,Car,33603
40291,Auto Loan,21921,0.029,62,Car,27489
40292,Auto Loan,32560.56,0,74,Car,33516
40293,Auto Loan,31203.64,0,74,Car,34291
40294,Auto Loan,17553.05,0.0175,61,Car,17731
40295,Auto Loan,32407.2,0,73,Car,32492
40296,Auto Loan,27342.58,0.039,73,Car,29861
40297,Auto Loan,25783.71,0.049,74,Car,32626
40298,Auto Loan,26897.26,0.0225,61,Car,26261
40299,Auto Loan,31527.36,0,73,Car,30015
40300,Auto Loan,26524.49,0.079,74,Car,22116
40301,Auto Loan,19962.02,0.05,74,Car,24535
40302,Auto Loan,10009.78,0.0325,61,Car,42192
40303,Auto Loan,31776,0.029,73,Car,28376
40304,Auto Loan,21843.32,0.035,49,Car,29219
40305,Auto Loan,15341,0.035,76,Car,19805
40306,Auto Loan,20325.54,0.025,62,Car,36902
40307,Auto Loan,48745.53,0.0375,77,Car,50384
40308,Auto Loan,16039.35,0.045,74,Car,30552
40309,Auto Loan,25451.31,0.0425,74,Car,20856
40310,Auto Loan,32095.05,0.0425,77,Car,27487
40311,Auto Loan,19178.54,0.009,61,Car,28642
40312,Auto Loan,24491.75,0.0375,68,Car,37748
40313,Auto Loan,22948.9,0.0715,61,Car,16400
40314,Auto Loan,19848.89,0.0625,74,Car,22464
40315,Auto Loan,25072.57,0.019,62,Car,34735
40316,Auto Loan,18778.72,0.0485,62,Car,22160
40317,Auto Loan,45269.25,0.045,74,Car,37748
40318,Auto Loan,20560.85,0.019,68,Car,23518
40319,Auto Loan,40752.92,0.0375,67,Car,32367
40320,Auto Loan,40411,0.045,73,Car,32721
40321,Auto Loan,55865.49,0.045,73,Car,39910
40322,Auto Loan,8954.75,0.025,49,Car,38221
40323,Auto Loan,21120.66,0.0495,76,Car,24949
40324,Auto Loan,19211.11,0.035,61,Car,21865
40325,Auto Loan,28138.7,0.0675,73,Car,29075
40326,Auto Loan,73765.75,0.019,61,Car,60606
40327,Auto Loan,39929.6,0.0405,61,Car,48606
40328,Auto Loan,32068.33,0.0605,73,Car,34336
40329,Auto Loan,10005.3,0.0263,61,Car,46611
40330,Auto Loan,28545.16,0.035,61,Car,32607
40331,Auto Loan,34912.5,0.019,61,Car,34256
40332,Auto Loan,37715.82,0.009,61,Car,35377
40333,Auto Loan,31055.18,0.035,62,Car,31161
40334,Auto Loan,22442.73,0.025,61,Car,32166
40335,Auto Loan,20964.43,0.025,61,Car,32133
40336,Auto Loan,14177.05,0.019,62,Car,26642
40337,Auto Loan,41435.24,0.049,74,Car,31421
40338,Auto Loan,20000,0.029,73,Car,28813
40339,Auto Loan,24497,0.0325,61,Car,24046
40340,Auto Loan,10065.23,0.019,61,Car,26418
40341,Auto Loan,36571.32,0,37,Car,34532
40342,Auto Loan,17324.03,0.025,61,Car,21779
40343,Auto Loan,31586.03,0.055,74,Car,26064
40344,Auto Loan,36260.49,0.019,62,Car,38941
40345,Auto Loan,25613,0,73,Car,28338
40346,Auto Loan,22552.58,0.029,73,Car,28043
40347,Auto Loan,29451.03,0.039,73,Car,30956
40348,Auto Loan,18056.13,0.029,49,Car,33834
40349,Auto Loan,34998,0,62,Car,29961
40350,Auto Loan,29499.84,0,73,Car,31306
40351,Auto Loan,47822.92,0.019,61,Car,42880
40352,Auto Loan,44869.91,0.029,74,Car,45098
40353,Auto Loan,39907.82,0.019,62,Car,43091
40354,Auto Loan,32879.28,0.0475,73,Car,34021
40355,Auto Loan,27066.39,0.0469,62,Car,29978
40356,Auto Loan,14561,0.0569,61,Car,23106
40357,Auto Loan,35215.18,0.029,61,Car,30266
40358,Auto Loan,29660.21,0.0529,73,Car,24179
40359,Auto Loan,38925.05,0.029,74,Car,33699
40360,Auto Loan,44306.08,0,61,Car,39388
40361,Auto Loan,32024.63,0,61,Car,37809
40362,Auto Loan,28071.92,0.0495,74,Car,30532
40363,Auto Loan,44551.8,0,61,Car,39617
40364,Auto Loan,17835.22,0.025,62,Car,30888
40365,Auto Loan,13000,0.035,62,Car,31423
40366,Auto Loan,30853.89,0.019,62,Car,40640
40367,Auto Loan,22081.03,0.009,62,Car,24997
40368,Auto Loan,40234.3,0.065,73,Car,42010
40369,Auto Loan,31162.04,0.035,61,Car,36466
40370,Auto Loan,19801.55,0.0375,76,Car,24683
40371,Auto Loan,30401.85,0.025,61,Car,24624
40372,Auto Loan,29364.97,0,49,Car,29293
40373,Auto Loan,28000.01,0.039,37,Car,31246
40374,Auto Loan,20000.01,0.04,61,Car,24735
40375,Auto Loan,21054.04,0.025,61,Car,30263
40376,Auto Loan,28361.45,0,61,Car,25996
40377,Auto Loan,37354.7,0.0475,73,Car,38500
40378,Auto Loan,8935.75,0.025,61,Car,34801
40379,Auto Loan,30000,0.019,61,Car,33630
40380,Auto Loan,21572.5,0.029,76,Car,24484
40381,Auto Loan,27605.95,0.019,61,Car,25580
40382,Auto Loan,37652.74,0,49,Car,33490
40383,Auto Loan,22365.35,0.019,62,Car,47990
40384,Auto Loan,31147.8,0.0725,73,Car,27874
40385,Auto Loan,32709.08,0.0665,74,Car,26344
40386,Auto Loan,29237.11,0.0565,73,Car,30020
40387,Auto Loan,35052.32,0.065,73,Car,27002
40388,Auto Loan,24181.45,0.035,49,Car,27594
40389,Auto Loan,19332.49,0.0325,62,Car,24080
40390,Auto Loan,8416.76,0.019,68,Car,38505
40391,Auto Loan,27971.64,0.07,62,Car,22834
40392,Auto Loan,22681,0.029,74,Car,30601
40393,Auto Loan,38229.28,0.0325,74,Car,49239
40394,Auto Loan,24799.15,0,61,Car,24446
40395,Auto Loan,12852.67,0.0275,74,Car,19911
40396,Auto Loan,35242.59,0.029,74,Car,28986
40397,Auto Loan,25000.91,0.039,73,Car,38408
40398,Auto Loan,17843.92,0,50,Car,17495
40399,Auto Loan,40271.13,0.035,62,Car,36433
40400,Auto Loan,27248.64,0,62,Car,30300
40401,Auto Loan,17075.5,0.0495,62,Car,26791
40402,Auto Loan,19479.94,0.019,62,Car,32533
40403,Auto Loan,11867.25,0.019,62,Car,32881
40404,Auto Loan,25335.73,0.095,73,Car,22325
40405,Auto Loan,30217.54,0.0825,74,Car,28101
40406,Auto Loan,23568.2,0.085,73,Car,20261
40407,Auto Loan,22655.4,0.0825,73,Car,19864
40408,Auto Loan,37646.45,0.0325,61,Car,46350
40409,Auto Loan,22080.84,0.08,74,Car,20100
40410,Auto Loan,14587.3,0.029,62,Car,26670
40411,Auto Loan,19505.7,0.0825,73,Car,19128
40412,Auto Loan,28979.43,0.019,74,Car,24586
40413,Auto Loan,22214.14,0,62,Car,31726
40414,Auto Loan,31788.34,0.045,74,Car,20486
40415,Auto Loan,21557.68,0.019,61,Car,32786
40416,Auto Loan,11857.83,0.019,62,Car,37834
40417,Auto Loan,23738.58,0,61,Car,22102
40418,Auto Loan,30043.93,0.009,61,Car,32562
40419,Auto Loan,10481.37,0.019,37,Car,27569
40420,Auto Loan,25332.42,0.0425,77,Car,20379
40421,Auto Loan,25321.68,0.0455,61,Car,21413
40422,Auto Loan,40896.16,0.019,68,Car,49656
40423,Auto Loan,23576.79,0.0725,73,Car,16571
40424,Auto Loan,32160,0.029,73,Car,35545
40425,Auto Loan,14978.89,0.0275,62,Car,20063
40426,Auto Loan,27827.28,0,74,Car,26195
40427,Auto Loan,43819.92,0,74,Car,39532
40428,Auto Loan,27426.79,0.029,74,Car,27168
40429,Auto Loan,31119.12,0,74,Car,28665
40430,Auto Loan,29197.5,0.029,61,Car,28923
40431,Auto Loan,37217.52,0.039,74,Car,32523
40432,Auto Loan,20216.08,0.0175,62,Car,19279
40433,Auto Loan,45671.47,0.019,67,Car,42142
40434,Auto Loan,32292,0,73,Car,28833
40435,Auto Loan,36718.07,0.019,61,Car,46362
40436,Auto Loan,14890.43,0,49,Car,17231
40437,Auto Loan,29927.4,0,61,Car,39485
40438,Auto Loan,31627.52,0.0275,62,Car,34954
40439,Auto Loan,42721.45,0.0275,61,Car,46462
40440,Auto Loan,30996.96,0.009,61,Car,26692
40441,Auto Loan,20848.76,0,73,Car,21613
40442,Auto Loan,35532.43,0.019,62,Car,38195
40443,Auto Loan,35165,0,74,Car,37334
40444,Auto Loan,12759.3,0.035,74,Car,22485
40445,Auto Loan,22274,0.102,68,Car,16990
40446,Auto Loan,38748,0.029,73,Car,28988
40447,Auto Loan,36138.15,0.035,74,Car,28540
40448,Auto Loan,28359.04,0.141,74,Car,19530
40449,Auto Loan,33675.25,0.0835,62,Car,30525
40450,Auto Loan,22196.44,0.025,61,Car,28777
40451,Auto Loan,33325.59,0.035,74,Car,22227
40452,Auto Loan,21990.48,0.0275,62,Car,20658
40453,Auto Loan,22440.05,0.055,74,Car,26371
40454,Auto Loan,10076.12,0.035,74,Car,23567
40455,Auto Loan,24106.51,0.0475,74,Car,28779
40456,Auto Loan,25000.34,0.019,62,Car,27644
40457,Auto Loan,20812.03,0.0325,62,Car,24050
40458,Auto Loan,29394.93,0.045,73,Car,23130
40459,Auto Loan,26716.96,0.025,61,Car,26216
40460,Auto Loan,41462.85,0.019,61,Car,36390
40461,Auto Loan,27015.21,0.0715,76,Car,22001
40462,Auto Loan,12716.03,0.0475,61,Car,23850
40463,Auto Loan,18000,0.035,49,Car,22729
40464,Auto Loan,44690,0.019,61,Car,38606
40465,Auto Loan,26091.35,0.0439,61,Car,50565
40466,Auto Loan,56609.8,0.045,73,Car,43989
40467,Auto Loan,33018.06,0.025,61,Car,45195
40468,Auto Loan,20488.88,0.029,61,Car,34322
40469,Auto Loan,15732.35,0.025,61,Car,22438
40470,Auto Loan,26701.89,0.069,73,Car,28754
40471,Auto Loan,15458.92,0.019,61,Car,40557
40472,Auto Loan,59188.22,0.0325,73,Car,37748
40473,Auto Loan,55856,0.0325,73,Car,45190
40474,Auto Loan,17558.34,0.069,73,Car,20979
40475,Auto Loan,32177.27,0,61,Car,28678
40476,Auto Loan,18523.02,0.0625,77,Car,17195
40477,Auto Loan,27049.76,0.05,49,Car,26713
40478,Auto Loan,24878.13,0.019,61,Car,28084
40479,Auto Loan,25300.14,0.035,61,Car,22575
40480,Auto Loan,33606.53,0.0325,73,Car,34602
40481,Auto Loan,44314,0.045,73,Car,28548
40482,Auto Loan,25001.7,0.0325,73,Car,27029
40483,Auto Loan,33186,0.019,73,Car,24428
40484,Auto Loan,44313.32,0.019,67,Car,42334
40485,Auto Loan,52003,0.029,73,Car,43921
40486,Auto Loan,29455.56,0.019,73,Car,30792
40487,Auto Loan,19166.85,0.0225,67,Car,23655
40488,Auto Loan,24052.89,0.0325,67,Car,20830
40489,Auto Loan,23357.33,0.07,73,Car,20532
40490,Auto Loan,24641.99,0.0675,73,Car,22219
40491,Auto Loan,20693.81,0.055,74,Car,18449
40492,Auto Loan,31574.09,0.019,68,Car,39486
40493,Auto Loan,20658.7,0.0325,67,Car,22591
40494,Auto Loan,34136.6,0.029,74,Car,43064
40495,Auto Loan,36338.56,0.029,74,Car,37461
40496,Auto Loan,51981.8,0.019,49,Car,47851
40497,Auto Loan,19522.98,0.029,73,Car,23205
40498,Auto Loan,27676.93,0.0425,73,Car,25919
40499,Auto Loan,27985.96,0.039,74,Car,29132
40500,Auto Loan,21424.77,0.029,62,Car,24275
40501,Auto Loan,26157.61,0.029,61,Car,26972
40502,Auto Loan,24565.81,0.029,61,Car,27936
40503,Auto Loan,28503.36,0,73,Car,32524
40504,Auto Loan,38948.38,0.019,62,Car,39877
40505,Auto Loan,32683.44,0.019,61,Car,29026
40506,Auto Loan,15497.3,0.019,61,Car,38764
40507,Auto Loan,24342.42,0.039,73,Car,26580
40508,Auto Loan,27266.83,0.019,61,Car,41478
40509,Auto Loan,30037.43,0.04,76,Car,26180
40510,Auto Loan,20815.86,0.019,67,Car,35328
40511,Auto Loan,17568.7,0.035,73,Car,32330
40512,Auto Loan,40533.01,0.075,73,Car,32162
40513,Auto Loan,22266.68,0.0525,73,Car,30800
40514,Auto Loan,26779.68,0.045,61,Car,21031
40515,Auto Loan,19367.39,0.0505,62,Car,23949
40516,Auto Loan,55788.98,0.049,74,Car,43282
40517,Auto Loan,45513.8,0.035,77,Car,38313
40518,Auto Loan,18686,0.035,74,Car,42770
40519,Auto Loan,22573.79,0.0375,74,Car,34907
40520,Auto Loan,58881.86,0.087,74,Car,48583
40521,Auto Loan,20517.43,0.0325,62,Car,17617
40522,Auto Loan,20525.03,0.035,62,Car,21873
40523,Auto Loan,36609.02,0.009,62,Car,28444
40524,Auto Loan,23675.1,0.029,62,Car,21619
40525,Auto Loan,11721.76,0.019,62,Car,21939
40526,Auto Loan,43149.95,0.019,62,Car,62690
40527,Auto Loan,32987.75,0.039,62,Car,22229
40528,Auto Loan,17950,0.019,38,Car,35435
40529,Auto Loan,26329.72,0.009,61,Car,22684
40530,Auto Loan,17841.61,0.025,67,Car,19897
40531,Auto Loan,18130.85,0.035,49,Car,22518
40532,Auto Loan,23973.16,0.019,62,Car,31219
40533,Auto Loan,44658.53,0.019,67,Car,37150
40534,Auto Loan,32128.04,0.06,76,Car,28453
40535,Auto Loan,54268.8,0,49,Car,48608
40536,Auto Loan,13315.21,0.029,74,Car,29113
40537,Auto Loan,16716.07,0.019,61,Car,41241
40538,Auto Loan,18998.24,0.0425,61,Car,25374
40539,Auto Loan,56241.85,0.0325,73,Car,42684
40540,Auto Loan,25634.03,0.0825,73,Car,19876
40541,Auto Loan,30776.6,0.029,73,Car,41241
40542,Auto Loan,35701.63,0.0225,61,Car,34224
40543,Auto Loan,14128.59,0.0225,61,Car,22636
40544,Auto Loan,27678.24,0.0225,67,Car,26808
40545,Auto Loan,38900.46,0.0607,73,Car,27391
40546,Auto Loan,30876.93,0.019,68,Car,33757
40547,Auto Loan,20622.84,0.0625,74,Car,19676
40548,Auto Loan,18913.9,0.009,74,Car,23247
40549,Auto Loan,40208.98,0.0225,68,Car,42775
40550,Auto Loan,20881.01,0.0225,68,Car,26394
40551,Auto Loan,24948.34,0.0525,74,Car,23639
40552,Auto Loan,26533.76,0.019,72,Car,28607
40553,Auto Loan,42067.72,0.019,68,Car,38589
40554,Auto Loan,32923.33,0.08,74,Car,30586
40555,Auto Loan,22959.28,0.025,62,Car,26241
40556,Auto Loan,11241.48,0.025,62,Car,28540
40557,Auto Loan,32428.8,0,74,Car,28186
40558,Auto Loan,22345.25,0.035,74,Car,24770
40559,Auto Loan,20076.54,0.019,61,Car,42289
40560,Auto Loan,28045.44,0,73,Car,28207
40561,Auto Loan,34170.29,0.029,73,Car,33316
40562,Auto Loan,27741.79,0.019,61,Car,46498
40563,Auto Loan,24776.53,0.045,74,Car,25635
40564,Auto Loan,25682.58,0.025,74,Car,60513
40565,Auto Loan,36220.43,0.019,62,Car,40193
40566,Auto Loan,28393.54,0.0825,74,Car,20479
40567,Auto Loan,17751.45,0.045,73,Car,26098
40568,Auto Loan,38000,0.019,62,Car,29456
40569,Auto Loan,25930.01,0.035,77,Car,25229
40570,Auto Loan,22498.13,0.0495,77,Car,17661
40571,Auto Loan,32246,0.045,62,Car,26080
40572,Auto Loan,11052.8,0.025,62,Car,24826
40573,Auto Loan,28050.43,0.0475,77,Car,30573
40574,Auto Loan,35912,0.0885,62,Car,31875
40575,Auto Loan,30258.82,0.019,68,Car,24863
40576,Auto Loan,23807.54,0.019,68,Car,28673
40577,Auto Loan,40904.54,0.0675,74,Car,42905
40578,Auto Loan,33092.3,0.059,62,Car,21962
40579,Auto Loan,32134.72,0.0385,77,Car,31421
40580,Auto Loan,23001.42,0.019,62,Car,41615
40581,Auto Loan,32290.48,0.0425,77,Car,33968
40582,Auto Loan,40322.17,0.056,76,Car,38699
40583,Auto Loan,25228.6,0.032,67,Car,32879
40584,Auto Loan,22188.08,0.019,61,Car,35468
40585,Auto Loan,10000.86,0.0305,49,Car,15488
40586,Auto Loan,16877.92,0.0475,62,Car,20222
40587,Auto Loan,13685.96,0.0335,38,Car,16348
40588,Auto Loan,34361,0.0825,73,Car,22412
40589,Auto Loan,13000.83,0,61,Car,19897
40590,Auto Loan,23690.49,0.0655,73,Car,23600
40591,Auto Loan,20181.31,0.035,73,Car,26369
40592,Auto Loan,29030.28,0.009,61,Car,26080
40593,Auto Loan,37893.77,0.019,61,Car,38032
40594,Auto Loan,25058.05,0.0425,76,Car,23333
40595,Auto Loan,48233.02,0.039,73,Car,39234
40596,Auto Loan,31575.03,0.019,61,Car,60969
40597,Auto Loan,19512.28,0.019,61,Car,35175
40598,Auto Loan,27890.14,0.069,73,Car,23415
40599,Auto Loan,21743.4,0,61,Car,22591
40600,Auto Loan,16030.57,0.0225,61,Car,21831
40601,Auto Loan,48455.63,0.0782,73,Car,34493
40602,Auto Loan,45861.06,0,62,Car,35818
40603,Auto Loan,33188.47,0.0525,73,Car,26315
40604,Auto Loan,37705.89,0.039,73,Car,27434
40605,Auto Loan,9658,0.0255,50,Car,36892
40606,Auto Loan,37530,0.0275,68,Car,37032
40607,Auto Loan,45993.47,0.029,74,Car,41736
40608,Auto Loan,10077.6,0.0175,61,Car,33474
40609,Auto Loan,32484.48,0.019,68,Car,36951
40610,Auto Loan,23508.63,0,62,Car,24846
40611,Auto Loan,48199.8,0,67,Car,46341
40612,Auto Loan,28169.72,0.039,74,Car,27079
40613,Auto Loan,20622,0,62,Car,22239
40614,Auto Loan,30705.45,0.039,73,Car,30584
40615,Auto Loan,25502.41,0.009,73,Car,28728
40616,Auto Loan,34975.05,0.019,62,Car,36645
40617,Auto Loan,40000,0.019,62,Car,46952
40618,Auto Loan,14289.15,0.029,61,Car,20729
40619,Auto Loan,27288.43,0,74,Car,29818
40620,Auto Loan,23067.05,0.035,73,Car,28482
40621,Auto Loan,7332,0.019,61,Car,24885
40622,Auto Loan,32415,0.0275,50,Car,37382
40623,Auto Loan,25714.19,0.045,74,Car,30414
40624,Auto Loan,28553.28,0.019,61,Car,41142
40625,Auto Loan,43300.91,0.009,61,Car,34580
40626,Auto Loan,19000,0.0499,73,Car,24476
40627,Auto Loan,36128.86,0.0325,73,Car,25221
40628,Auto Loan,19603.21,0.035,73,Car,28029
40629,Auto Loan,24049.5,0.019,61,Car,36466
40630,Auto Loan,26927.5,0.019,61,Car,26639
40631,Auto Loan,39977.01,0.065,74,Car,50978
40632,Auto Loan,24927.38,0.0525,62,Car,34854
40633,Auto Loan,22811.97,0.009,62,Car,36000
40634,Auto Loan,61876,0.019,62,Car,44097
40635,Auto Loan,16878.76,0.045,74,Car,22566
40636,Auto Loan,10100.98,0.0255,61,Car,23761
40637,Auto Loan,43852.08,0.0665,74,Car,27925
40638,Auto Loan,23998,0.019,61,Car,29776
40639,Auto Loan,64900.42,0.019,62,Car,51682
40640,Auto Loan,21991.76,0.035,61,Car,25472
40641,Auto Loan,56729,0.0325,73,Car,43044
40642,Auto Loan,34577.76,0,49,Car,28064
40643,Auto Loan,26933.23,0.019,37,Car,39587
40644,Auto Loan,27849.72,0.049,74,Car,22693
40645,Auto Loan,38749.99,0.025,62,Car,38674
40646,Auto Loan,36618.75,0,50,Car,44970
40647,Auto Loan,36028.79,0.009,61,Car,32946
40648,Auto Loan,25113.08,0.019,62,Car,36140
40649,Auto Loan,33020.13,0.0825,74,Car,25222
40650,Auto Loan,28134,0.075,74,Car,22211
40651,Auto Loan,16411.15,0.0325,50,Car,31395
40652,Auto Loan,13402.84,0.029,62,Car,19931
40653,Auto Loan,32743,0.009,61,Car,42970
40654,Auto Loan,15088.96,0.0325,61,Car,19975
40655,Auto Loan,22614.9,0.085,73,Car,17320
40656,Auto Loan,20004.86,0.019,49,Car,36933
40657,Auto Loan,16601.26,0.0505,61,Car,42250
40658,Auto Loan,27537.73,0.0485,61,Car,30630
40659,Auto Loan,21751,0.0325,62,Car,32553
40660,Auto Loan,34396.04,0,61,Car,33890
40661,Auto Loan,15690.54,0.0225,61,Car,21298
40662,Auto Loan,39868.18,0.019,61,Car,33522
40663,Auto Loan,20599.25,0.066,73,Car,23303
40664,Auto Loan,18485,0.0275,61,Car,28493
40665,Auto Loan,23914.35,0.039,73,Car,30047
40666,Auto Loan,23354.76,0,62,Car,23011
40667,Auto Loan,27696.41,0,74,Car,28723
40668,Auto Loan,8581,0.0175,50,Car,26586
40669,Auto Loan,12869.51,0.0559,61,Car,26929
40670,Auto Loan,34087.77,0,73,Car,40197
40671,Auto Loan,40504.86,0.019,61,Car,39059
40672,Auto Loan,27273.56,0,50,Car,21947
40673,Auto Loan,22519.67,0.059,74,Car,22911
40674,Auto Loan,24042.69,0.0375,77,Car,20363
40675,Auto Loan,24439.68,0,50,Car,29312
40676,Auto Loan,34786.1,0,49,Car,35397
40677,Auto Loan,48387.63,0.0499,77,Car,43458
40678,Auto Loan,22612.02,0.035,74,Car,34573
40679,Auto Loan,22506.26,0.0475,77,Car,27610
40680,Auto Loan,11955,0.019,37,Car,27603
40681,Auto Loan,28717.84,0.0475,74,Car,18473
40682,Auto Loan,19788.55,0.045,74,Car,29394
40683,Auto Loan,32680.2,0.069,74,Car,21769
40684,Auto Loan,34790.4,0,49,Car,30660
40685,Auto Loan,30265.2,0,61,Car,31463
40686,Auto Loan,19112.92,0.025,62,Car,36501
40687,Auto Loan,21981.93,0.0445,77,Car,46565
40688,Auto Loan,26278.38,0.025,61,Car,30229
40689,Auto Loan,14496.06,0.035,62,Car,35854
40690,Auto Loan,14341.7,0.0275,74,Car,40538
40691,Auto Loan,24362,0.039,61,Car,29650
40692,Auto Loan,17180.04,0.039,73,Car,22263
40693,Auto Loan,25726.32,0.085,74,Car,19991
40694,Auto Loan,26005.7,0.0835,61,Car,24225
40695,Auto Loan,28644.17,0.0425,76,Car,32026
40696,Auto Loan,12910.7,0.025,61,Car,29055
40697,Auto Loan,32665.03,0.036,76,Car,26445
40698,Auto Loan,32631.32,0.019,61,Car,32533
40699,Auto Loan,16787.82,0.019,61,Car,29870
40700,Auto Loan,23708.67,0.0475,73,Car,28526
40701,Auto Loan,48970.98,0.009,61,Car,35933
40702,Auto Loan,39674.09,0.009,62,Car,42563
40703,Auto Loan,22795.5,0.035,73,Car,29309
40704,Auto Loan,17902.99,0.0399,61,Car,21675
40705,Auto Loan,19334.74,0.019,68,Car,26645
